interaction_id,user_id,timestamp,input_length,response_length,response_time_ms,token_usage,satisfaction_score,retry_count,model_version,device_type,network_latency,ambiguity,creativity,factual_density,personalization,anomaly_flag,outlier_score,drift_score
504,2,1741268700,32,38,191,70,1,0,3,0,56,0.5395003433218426,0.7733987622374382,0.26812728831412236,0.9208213047146138,0,0.23460229911299368,0.4609893746422803
505,11,1741287600,75,116,371,191,2,3,3,0,44,0.3919142073211117,0.036189577620575064,0.6609353652671474,0.5997550487160357,0,0.9589391371657489,0.08091598247594944
506,11,1741306140,106,189,470,295,4,0,2,1,50,0.25466469136089276,0.4270214819009781,0.8730377863606604,0.2272836415083398,0,0.4633797406331909,0.48729595823220717
507,10,1741337820,61,100,348,161,3,2,4,0,63,0.7553219853344842,0.09982788181495983,0.6096113732349906,0.017573950309176745,0,0.9288109813723276,0.8379509443764327
508,11,1741346820,65,94,326,159,2,3,1,0,71,0.5095675177616621,0.40092638265648595,0.212683733286109,0.6191131182675276,0,0.16399972606481883,0.5712554523275456
509,3,1741355160,46,73,309,119,4,3,3,0,43,0.03393953228922031,0.9838218411288748,0.049165525539216604,0.8645978880190527,0,0.18346606723001224,0.3188652277022179
510,12,1741362600,22,30,215,52,1,1,4,0,29,0.39909449977216327,0.7536332808033611,0.04461397169506587,0.06597527757340937,0,0.5960276909424516,0.9209709479842584
511,4,1741363320,44,65,279,109,2,0,3,0,51,0.9286036382228325,0.985045875685218,0.08881188201400791,0.3975712089613459,0,0.2698756426168226,0.15565138462606176
512,10,1741371240,35,56,227,91,3,3,1,1,59,0.37389456154086287,0.7460486256706017,0.5798179124697159,0.9400469260809028,1,0.18493785561126042,0.32687765249330225
513,7,1741385580,28,73,278,101,1,2,3,1,20,0.4132330079255737,0.6081100718065884,0.3482178540406512,0.5016769958568053,0,0.09468538541331106,0.43713469062958
514,10,1741389120,86,158,489,244,2,1,3,0,32,0.6239611230550356,0.7542208329272434,0.24310697739589815,0.22065822978859306,0,0.07627067030716383,0.7379778879258764
515,8,1741413240,59,155,397,214,5,2,3,0,35,0.8016748038158823,0.6590916729709847,0.21930655779719122,0.35365641176884843,0,0.7531683854134263,0.835746792125761
516,8,1741424100,61,113,314,174,5,0,2,1,45,0.6684611177047122,0.4640660299019084,0.948581531903099,0.4081395661948063,0,0.28216314636981654,0.058560476245199444
517,8,1741437000,49,82,293,131,5,2,3,1,34,0.8500547311229465,0.29254633400521,0.1188165758920744,0.11728951441679214,0,0.9784191533076348,0.7920358204635946
518,10,1741447140,51,91,322,142,2,2,2,1,64,0.11397058704069829,0.5201780593343549,0.3048144107726547,0.6607922438484112,0,0.1831211274791248,0.7205284152506632
519,9,1741465560,72,134,346,206,1,1,3,1,17,0.9245925533186489,0.2584934739014305,0.47147726201919316,0.5921643290924764,0,0.3544466500238479,0.8946523048118163
520,2,1741472220,54,105,326,159,5,1,3,0,18,0.903921932411386,0.4866763464421453,0.000449526074255413,0.6477228778655774,0,0.37490861948233345,0.9004429908255421
521,10,1741480620,64,156,427,220,2,1,3,0,43,0.5191485865855878,0.14613540592108598,0.9209531874757245,0.6107915686801879,0,0.5001527927368299,0.7775255586604485
522,7,1741483560,51,74,157,125,4,0,4,0,46,0.6247422377872011,0.5653950989700408,0.09909859076010386,0.01667206828833967,0,0.8706358689794534,0.19020268426368703
523,4,1741491360,48,103,315,151,1,0,4,0,20,0.21281305020140173,0.24528369081210477,0.6824706006861725,0.17446284956631963,0,0.8347702099641873,0.3138715066560507
524,7,1741494240,29,56,224,85,4,3,4,0,37,0.4479474379813889,0.29360810394156966,0.6288654771624883,0.16557200194586053,0,0.009956330863795326,0.936319698848498
525,12,1741513740,19,5,121,24,3,1,4,0,41,0.20270336091981234,0.4990281417823884,0.8090638551047372,0.09795148629798944,0,0.40925506695826264,0.5981732998538578
526,11,1741522920,50,105,400,155,5,0,4,1,42,0.021976678941019512,0.16252625302158075,0.6513877305621525,0.7354757731982764,0,0.827936731040582,0.5387607343892877
527,11,1741531980,56,126,311,182,1,0,1,1,53,0.9809030681270525,0.9623798836359191,0.7693874172159795,0.12013721447849168,0,0.0001978078267101946,0.9157094400439985
528,6,1741549260,31,38,154,69,3,1,2,1,36,0.2591465157102051,0.44694431539287616,0.42124860878852755,0.6681940734503442,0,0.5336395722182439,0.8741985740996646
529,10,1741551900,54,97,183,151,5,3,3,0,79,0.5931083088978353,0.35227922962675107,0.48870449455162324,0.17839030965367542,0,0.2594756213332019,0.7274961533163808
530,5,1741554660,55,64,223,119,2,1,2,0,59,0.30025038353786304,0.02919660509258093,0.7016621021644194,0.11831017824792633,0,0.4127685492421006,0.8822523041595435
531,9,1741587960,16,5,110,21,4,3,3,1,33,0.3706216202104349,0.8432543631122329,0.5684267210550511,0.16253004861607934,0,0.42030469987880803,0.11383497719548397
532,8,1741597860,38,89,272,127,1,1,1,1,51,0.3977615585822748,0.6258339153063843,0.5115385502667199,0.50840345653802,0,0.3917544407175144,0.7575439665999081
533,3,1741606980,62,102,379,164,4,3,1,1,52,0.3350467313247577,0.41640515484129725,0.20555840605454934,0.6454825098577557,0,0.891950122211263,0.965640202196868
534,4,1741607100,61,87,337,148,2,3,3,1,74,0.6373997593399358,0.24553279933847572,0.2581082608063754,0.8119248600576368,0,0.5364636089695346,0.04897679228140439
535,1,1741612440,34,65,253,99,3,0,4,0,37,0.9609362704886061,0.7451374186753852,0.3584972410593935,0.1285622054646306,0,0.9037467238279847,0.22304565179063418
536,2,1741637340,57,92,285,149,5,0,2,1,65,0.428634650006233,0.9454745757416672,0.009284385423503183,0.6161867473858301,0,0.726742407321351,0.7939683888654189
537,6,1741655340,73,121,413,194,4,3,2,0,50,0.9733267240542651,0.3808097056520202,0.41736344958023697,0.7738395994112472,0,0.35112007097400566,0.5200471644306524
538,6,1741660800,68,137,393,205,3,3,3,0,79,0.6677972373447831,0.13487606837923127,0.0027684757639128144,0.3124051715078844,0,0.4935636815489549,0.08661835454126132
539,2,1741672140,53,72,223,125,1,0,2,1,75,0.607136195021009,0.10919474727273737,0.5650154359213367,0.07971557936743767,0,0.3898585382052917,0.2679580291560212
540,6,1741677120,46,64,162,110,2,2,1,0,53,0.23710385179892302,0.0063619723338859124,0.7040287689723489,0.15594596306651387,0,0.8285742782003216,0.32405959992264766
541,8,1741683600,43,80,257,123,5,3,3,0,44,0.06292070589938081,0.7439554407717219,0.5621486316151264,0.09155864756045673,0,0.1875978119709637,0.32106272184594875
542,3,1741688280,63,132,421,195,2,3,4,0,60,0.8519347702918288,0.9813953859016705,0.6935199732048759,0.8872119310226779,0,0.9364122822615515,0.8776727494688318
543,5,1741690920,58,129,491,187,4,1,3,0,46,0.573981063944269,0.9928177527535682,1.3168556207476811e-05,0.37670166836023455,0,0.5804244942519161,0.6620364573580414
544,5,1741699440,66,105,333,171,3,3,4,0,83,0.4144138624248819,0.7841972543429255,0.05944197328430956,0.523348605135786,0,0.611757953968084,0.7349172783690119
545,7,1741706700,57,121,323,178,2,2,3,0,51,0.8119673220884834,0.16218377829604358,0.6984624408755553,0.7686881518043146,0,0.5168014002519713,0.013570088888551601
546,5,1741739880,69,108,276,177,4,3,4,0,41,0.3105803825773188,0.9777094559131215,0.8029001479567706,0.3714984221207238,0,0.5544964770449176,0.4275120029604318
547,9,1741741080,56,137,421,193,2,0,1,1,40,0.7836172559644873,0.3278134430019509,0.7177015708893945,0.6491026546276127,0,0.6676754164228271,0.3178206280655269
548,4,1741747500,69,101,233,170,2,2,1,0,25,0.327963835405797,0.33361960949254366,0.6630122425535516,0.07667985321843773,0,0.6550352551008597,0.8519254022401738
549,6,1741763040,70,152,451,222,3,0,1,1,61,0.9208811864041636,0.6873369528924389,0.70738266381156,0.48090564756860044,0,0.21414708886996425,0.9538696539198517
550,5,1741770840,40,58,276,98,4,1,4,0,33,0.26796687445680256,0.049049187074451384,0.7395899257961658,0.09651896617030764,0,0.582440160873074,0.42334084958700524
551,3,1741799460,22,79,299,101,5,0,3,1,71,0.13755411757457114,0.8257697299075593,0.7243774983675693,0.24828414068022808,0,0.3546264406884425,0.9730606145712987
552,9,1741804680,82,159,427,241,4,1,1,0,24,0.6980967083494118,0.997297276487744,0.7380084776883398,0.29334082759546865,1,0.6370303058028788,0.014359204043768115
553,3,1741806420,59,85,318,144,4,3,4,0,52,0.16284725306477077,0.7750697780899174,0.07401970741518082,0.7175838038869466,0,0.5478345802679188,0.3257194042086058
554,4,1741829640,24,32,192,56,4,2,2,0,73,0.9493630502889856,0.7816764912073332,0.06327155149462471,0.6741041862892538,0,0.17967993371249258,0.7749311779299499
555,10,1741830360,42,91,263,133,2,1,3,1,6,0.655555112388866,0.390313670566551,0.36111994322943897,0.7470800889310658,0,0.734733917539036,0.360099630475033
556,12,1741836360,68,143,498,211,2,1,1,1,90,0.23086066128452598,0.06592138901565692,0.5275967145487956,0.06175504723733516,0,0.45701344747949024,0.9209623303779163
557,9,1741840860,49,86,274,135,3,1,1,1,41,0.20881893428542875,0.7926674342344233,0.7626190539217277,0.9939142121730469,0,0.551441552286137,0.2184648924981305
558,11,1741850760,45,81,320,126,4,2,2,1,52,0.9238750391204216,0.5971580869048005,0.3347078187910125,0.05442002870976892,0,0.672642864924813,0.7956667273281107
559,11,1741864740,80,159,317,239,4,1,1,1,61,0.6078579128498909,0.9093386891220844,0.2751170766336348,0.825747791439154,0,0.652871773917137,0.20170225240252437
560,6,1741871640,36,67,317,103,1,0,3,0,64,0.8937360066724167,0.11596290016683253,0.7814483081185295,0.7402689334805356,0,0.7489288200900446,0.19710491767283767
561,10,1741891980,40,46,285,86,4,2,1,0,55,0.11022520484582521,0.3051230630941083,0.24933685145399498,0.5917617904918199,0,0.20675172864311742,0.44574935838327434
562,4,1741892460,58,88,297,146,2,3,1,1,69,0.9253921955791762,0.36065615372338644,0.8208413768144633,0.4388571651449872,0,0.11039123373735693,0.9449405883303325
563,6,1741896660,62,116,379,178,5,1,3,1,60,0.5200493119940883,0.6832797085446914,0.17713354972003859,0.7571323532701827,0,0.6691795746743444,0.5854549619023482
564,7,1741906080,63,137,421,200,4,0,2,0,85,0.6684219163313505,0.787745163103155,0.3594735228724768,0.7398578032688461,0,0.23598494666568215,0.6350328948735802
565,12,1741911180,71,160,407,231,5,0,3,1,60,0.37287547154128065,0.9610204085844203,0.4010756094263903,0.13717833548980451,0,0.11460486854982666,0.0097326724686162
566,11,1741912800,58,119,385,177,4,3,3,1,89,0.059140322005826196,0.29540715832415443,0.29951044730764287,0.7926324729608702,0,0.131237492809408,0.05661520463176517
567,6,1741915260,63,119,317,182,3,3,4,0,68,0.9579724413418291,0.4936364085642473,0.003356913887012647,0.07855699743496525,0,0.31280012389951406,0.06693402566102347
568,8,1741920720,50,104,297,154,1,0,4,1,13,0.994598329108482,0.02896093008129841,0.23550925782124787,0.5005461421285348,0,0.9917870480492451,0.8196421746612321
569,3,1741925220,56,87,350,143,2,0,1,1,102,0.36454684876044297,0.2529878781088879,0.3376535588788737,0.6450818265671943,0,0.157260326687085,0.2368521217583356
570,10,1741939320,56,97,362,153,5,0,3,0,38,0.9438679297519796,0.37400350811964034,0.31362489452666276,0.8216888573752277,0,0.2985365622984678,0.32883818463874226
571,7,1741952100,58,87,258,145,2,1,3,1,79,0.16772629096156422,0.5938062065254482,0.7855554964772071,0.46311021809305375,0,0.9207341518821429,0.6099527786289806
572,7,1741964160,68,97,277,165,1,3,3,1,50,0.15468444965857553,0.47084549359917405,0.04736776253647301,0.2368580775651452,0,0.9633080631408026,0.5839543176533192
573,10,1741974660,64,121,329,185,2,0,4,1,71,0.07311184000917148,0.36447505977699735,0.3889486996552407,0.4906596154566065,0,0.22884336115151804,0.41052949756844037
574,8,1741989720,55,102,360,157,3,3,1,1,36,0.39126940758415074,0.6240779665293416,0.03751545557944125,0.2502081104371201,0,0.8804526970506575,0.004300206034838494
575,1,1742021640,40,85,240,125,4,0,2,1,62,0.052302250181599175,0.8286156771170003,0.9306475661290093,0.5287253814561483,0,0.13891794452301365,0.4496025750508157
576,4,1742025360,56,111,359,167,5,2,4,1,44,0.39465718961289675,0.24168113298478922,0.7902094370310964,0.46250818310651787,0,0.7615364113005156,0.7388826157200231
577,3,1742048580,54,102,361,156,5,1,4,1,81,0.13839042864966822,0.3428758792604123,0.9821615992380135,0.7805044837503944,0,0.013008160647371536,0.2352393153254554
578,9,1742048700,58,115,345,173,3,3,1,0,58,0.7305277955729573,0.7049236496870199,0.9101605316960185,0.24009011344252895,0,0.40661962924096007,0.7083580102738181
579,1,1742081460,94,168,506,262,3,1,2,0,68,0.833362649336408,0.7779405987585303,0.3158127721160844,0.1999851841903395,0,0.24733520671738818,0.015152819817278229
580,3,1742082600,45,89,282,134,5,1,2,0,6,0.687815427796288,0.8253968717346473,0.6915834123305803,0.47418533956695996,0,0.7040080141591227,0.9080078043145318
581,8,1742083860,62,97,303,159,1,0,1,0,48,0.20049415243615587,0.20933121889702866,0.3065540874784084,0.050504365190850664,0,0.01605613135518469,0.9500392076557908
582,9,1742089980,74,140,351,214,3,3,1,1,58,0.7668481929079557,0.5392669612444156,0.888211187929624,0.22934062843550584,0,0.464901706051533,0.0024614834245593187
583,7,1742091720,56,114,398,170,3,1,3,1,54,0.24950019703327497,0.9000110985252844,0.4107528699673414,0.3537049141876919,1,0.6967290247449353,0.45781841380651234
584,11,1742091840,97,161,403,258,4,1,3,0,69,0.7594885969685274,0.39195045509149173,0.3758875419042321,0.48762971256091026,0,0.04670487325018291,0.41382194023866903
585,12,1742091900,48,87,311,135,5,2,3,0,42,0.5673975748963909,0.4298830902215557,0.9140687442333334,0.26943671122536406,0,0.8974001821299723,0.8418833559195065
586,2,1742095500,60,95,306,155,4,2,2,1,50,0.3667125162912097,0.9848229439006858,0.8367402876198543,0.5606364947084064,0,0.3611974073964489,0.5407215913232687
587,12,1742114340,40,61,189,101,4,2,4,0,73,0.08349237801605769,0.11305264603250542,0.9664135533643016,0.8784146664451715,0,0.16526583224224256,0.6113654699360509
588,8,1742115720,48,63,215,111,4,1,3,1,5,0.8275095098070258,0.705601989461636,0.06648808557444685,0.5437274613576021,0,0.22546449603046081,0.20250600308642241
589,8,1742125620,59,131,451,190,3,0,4,0,61,0.9396529207982254,0.8501841270408919,0.2433388780388599,0.2868395217364318,0,0.3389059287804632,0.0770646679970809
590,2,1742144220,70,147,424,217,2,0,2,0,43,0.6659177800006375,0.1507935166340174,0.30085774786704567,0.061980972002314894,0,0.19837510182229212,0.6923310971826252
591,8,1742146560,60,118,305,178,2,0,1,0,31,0.9645415666934388,0.7144532360072374,0.4243520609547621,0.13666630474832364,0,0.5105787539152029,0.6206759919694284
592,9,1742150220,77,178,491,255,4,2,2,0,56,0.9341114190429911,0.46973822201044224,0.473130045948536,0.5612173685471906,0,0.632931736499356,0.832328733983278
593,7,1742204880,53,91,294,144,4,2,3,1,74,0.19460840080375363,0.8528908846746432,0.291472428066738,0.6837088381043798,0,0.43343010888332467,0.8446834474420555
594,2,1742217900,49,148,588,197,2,2,2,0,70,0.7312123485982135,0.9074523168359061,0.7904504231450284,0.04966794355407056,0,0.4270321498951223,0.6310352739729366
595,7,1742225700,103,180,494,283,5,3,4,0,47,0.34930481943769454,0.8724849031545734,0.22324414448505647,0.18554982971348166,0,0.7816995193687025,0.5383613829502881
596,12,1742245800,62,116,332,178,5,0,1,0,67,0.487517360565626,0.06438513757901276,0.696517313299113,0.31908127067657055,0,0.3010167129578851,0.9140082690118511
597,9,1742246940,42,67,325,109,4,3,3,0,67,0.15696543114884576,0.7568552768149742,0.8517683155920974,0.31977310888050237,0,0.622768833907242,0.8012641358523173
598,2,1742263620,42,83,193,125,2,3,2,1,48,0.9747794280576525,0.9215275749858294,0.6036982391595863,0.958407014177961,0,0.8929215850434725,0.8824249949675781
599,12,1742278380,38,85,294,123,5,2,1,1,36,0.7261373830764085,0.621348440670931,0.35415892589282083,0.20377059794242258,0,0.2215143650960122,0.9958408982739928
600,12,1742283240,71,125,469,196,2,2,3,1,37,0.2669083096309681,0.6008760604784902,0.18789124219665132,0.0625203494791089,0,0.6199007300244572,0.40350578776651247
601,3,1742287140,48,121,356,169,3,0,4,1,66,0.3714716901680335,0.045005387398110996,0.134346194403696,0.3530148293123191,0,0.9479717800547842,0.7169346622907508
602,10,1742296020,57,107,247,164,5,0,3,0,49,0.4224829268287844,0.8560330222059385,0.7441747391490616,0.13444197102967947,0,0.5297952549554544,0.6880678152315783
603,5,1742311680,53,100,300,153,3,0,1,0,29,0.7475337241438402,0.04640356082916153,0.469131997583516,0.12658196513578912,0,0.9768977236971302,0.17414271333279996
604,8,1742329020,68,104,400,172,2,2,1,1,16,0.9256972667695845,0.31350960638467396,0.046319551167367634,0.40745066111712835,0,0.3100460441847964,0.6365485996930432
605,6,1742353380,39,78,294,117,1,1,2,1,66,0.32144013298457164,0.9258630652872155,0.9838395069426202,0.30639113924994865,0,0.5642938926661981,0.4280892758789038
606,10,1742355540,35,60,198,95,2,0,3,1,39,0.47250008828041956,0.9497451427295122,0.67130318298899,0.09172677615535951,0,0.31103575120095284,0.4506355901137111
607,12,1742358480,59,94,273,153,4,0,2,0,56,0.5932075728347012,0.9919005404759226,0.8441825514269772,0.6043034294274493,0,0.003719425067400639,0.18013798985405693
608,10,1742373060,65,101,294,166,4,0,2,1,74,0.3933439924003156,0.4764022856128862,0.43818867131701145,0.50169976602035,0,0.9973081004456583,0.7447393461359687
609,12,1742375220,60,161,460,221,2,2,4,1,23,0.5041813233656852,0.17742954638101083,0.9554386208080249,0.07709966895130538,0,0.24006006803727653,0.6979409896782558
610,12,1742375280,40,66,318,106,1,2,1,0,49,0.105707629020102,0.48794448682908387,0.19952502092412727,0.8627444740141443,0,0.9731019852367316,0.5322901390021636
611,2,1742377800,67,91,354,158,4,2,1,0,46,0.16767438772016607,0.10231292508304923,0.1851361229388161,0.2847130582123327,0,0.653032826647127,0.15671919122582145
612,4,1742381700,41,59,260,100,1,0,1,1,57,0.4011012572201449,0.8725361089699698,0.8903347347703588,0.9613807849471794,0,0.9039336089485727,0.5568647853571268
613,9,1742385600,45,79,211,124,1,0,4,0,74,0.9149390117705525,0.5605372332665048,0.8917170640057281,0.9315386325563256,0,0.967202747053633,0.10013342214702037
614,8,1742397720,38,79,211,117,3,0,2,1,23,0.3493580457446336,0.4045058991667553,0.4990194854990422,0.4340966262187528,0,0.567829206341983,0.3393720261422565
615,1,1742408640,78,151,448,229,3,3,1,1,61,0.24979280860501363,0.0795307024808044,0.12578635535397864,0.22856694043833492,0,0.9996913443012582,0.3723578427927129
616,2,1742415000,66,132,316,198,2,2,2,0,70,0.7428622208492759,0.40524067681663045,0.3052164582032719,0.8348527125302225,0,0.7673299092753699,0.8834253925406446
617,7,1742428980,65,104,316,169,2,1,4,0,46,0.9491301660766093,0.8661916083901089,0.7541523380344677,0.3612858416224468,0,0.5238145560935734,0.41556207544438517
618,8,1742436180,77,145,425,222,2,0,3,1,47,0.45912361706354743,0.7034059324772127,0.8459919080013034,0.16355069467129824,0,0.6549432841908859,0.598469868625797
619,3,1742447460,105,171,405,276,2,1,1,0,58,0.008604955567183104,0.08245551751096658,0.3476547477448171,0.5516077158189412,0,0.19427135732659928,0.8747789879039839
620,3,1742481420,24,30,128,54,1,3,1,1,56,0.688149331475618,0.15990719972617584,0.061233681816867835,0.48940244270126576,0,0.011032621440349888,0.4257594387556296
621,2,1742496660,41,55,225,96,1,0,1,0,61,0.4150608016161449,0.3923084907075046,0.6657266815727806,0.8500178788139564,0,0.2567893476071421,0.883703520070732
622,7,1742500020,43,53,251,96,2,3,4,0,61,0.6736455366162152,0.10137508268591866,0.7394970414382935,0.7292813798393321,0,0.43497086171990695,0.13646131252663973
623,1,1742501820,39,91,355,130,1,1,1,1,30,0.27771651582920354,0.934041191993271,0.42401467586369257,0.8761394868367537,0,0.228052586861754,0.36484315715995985
624,7,1742532480,35,76,302,111,2,0,2,1,69,0.002408143816962416,0.6522920446308759,0.5830976116178693,0.7347029123873744,0,0.514035897986198,0.09472724906646457
625,6,1742544120,49,107,337,156,3,3,2,1,73,0.34449621874560377,0.09482300130394505,0.9873714975240833,0.642174960647797,0,0.6579441422246665,0.5609296292812848
626,6,1742563380,33,60,202,93,1,2,3,1,53,0.7047923426129415,0.7880574623804607,0.2449985993596594,0.5001771522770128,0,0.6557938491000377,0.9572820604078024
627,9,1742572740,61,125,316,186,4,2,3,1,20,0.39311328300918924,0.3684059285719429,0.5729776937992509,0.9875532894964475,0,0.8937644305331285,0.6569518353212652
628,7,1742582160,55,63,220,118,4,0,4,1,47,0.21917413965322596,0.24487064455322083,0.6109604135626425,0.9591648240001723,0,0.9663190964832098,0.6260756173487486
629,9,1742659980,63,130,400,193,3,1,2,1,53,0.4640068641341015,0.5699849419396911,0.5491071960244631,0.8488529815357496,0,0.8906950133598884,0.2781586322431383
630,10,1742686740,64,118,372,182,4,2,2,0,27,0.7523485232983854,0.013372133120541307,0.8691295579437958,0.7753192137855278,0,0.6201749593469261,0.9311067586231218
631,12,1742687400,65,129,273,194,5,2,2,0,42,0.11943308679230602,0.465397660104255,0.6050075319221164,0.5775595501185121,0,0.20576415459112907,0.47153478477569455
632,10,1742689440,48,94,268,142,1,0,1,1,21,0.6917520336466478,0.8438049930951695,0.50789002239129,0.2597533605262068,0,0.9434511591699268,0.26700205304581914
633,7,1742694240,93,147,474,240,1,2,3,1,62,0.6673440238039473,0.9280575959855684,0.12301502666117314,0.8754390270879648,0,0.17486039476730653,0.9876999804330076
634,6,1742698800,59,76,275,135,2,3,3,1,53,0.3707378796850713,0.34255470441643976,0.7032091992934255,0.010816134878957717,0,0.15142738251046517,0.423123933794739
635,3,1742700900,21,23,95,44,4,3,2,1,17,0.9703361913794945,0.6424365881650443,0.13210736149470037,0.2274399667939332,0,0.317569327905435,0.37149898240954415
636,8,1742712840,36,76,389,112,5,0,4,1,57,0.8947052994803515,0.22682343836883356,0.026569893364223662,0.4037324450844698,0,0.5736055613382882,0.03496126729883442
637,2,1742718780,23,55,228,78,5,3,1,1,48,0.31616148080206985,0.5602130709847091,0.4885311630634622,0.586157155234072,0,0.6814726319858042,0.17829497314468257
638,12,1742742180,55,71,281,126,3,2,4,0,60,0.031091093393843083,0.254027726153189,0.5724452721477323,0.5608793203603559,0,0.013292677345635995,0.8091913550722803
639,11,1742746860,52,73,285,125,3,0,3,0,42,0.30830480674507665,0.5713565086274529,0.99905406137388,0.1758158263852847,0,0.7780222717197501,0.48269510460215026
640,2,1742754900,46,68,237,114,3,0,1,0,33,0.20472194254104326,0.17172211729323095,0.7123267944552865,0.10479819981353178,0,0.17501954908724215,0.9548747269251936
641,10,1742760780,91,156,395,247,1,3,3,1,34,0.5472519140475928,0.9412325567607434,0.8485903202275773,0.22232892758527967,0,0.2964848515130212,0.0838858032235813
642,2,1742772240,64,87,400,151,3,0,4,1,39,0.9187444211821546,0.8869174764072917,0.3463880390307553,0.3487087888964836,0,0.32208672579565156,0.6159434423984318
643,9,1742775300,68,93,356,161,3,0,2,0,50,0.8703375100375215,0.33691824944883986,0.5089146825799675,0.01405368792008621,0,0.3324459988987425,0.7199841475433153
644,2,1742794380,38,51,263,89,2,1,2,0,52,0.3058291556648267,0.7766628889249426,0.9742689906618556,0.6924558205498558,0,0.7603676022094713,0.6211831264646035
645,6,1742831280,37,68,284,105,4,2,4,0,46,0.428597533555637,0.09550413073219455,0.41738855214277626,0.24772743573749145,0,0.04094436220217956,0.5298775601258555
646,8,1742832000,55,75,219,130,5,2,1,0,41,0.03654219907956646,0.7403609087054239,0.8072904248023839,0.3514044365483624,0,0.19651781839231952,0.5782983203387109
647,9,1742832060,58,102,387,160,2,2,1,0,42,0.5441635076491494,0.28245912961270414,0.5259891177444961,0.3349016905838995,0,0.02231923115244816,0.6895495913764201
648,6,1742837760,21,58,193,79,5,3,3,0,100,0.06336798005072886,0.1356417686758623,0.2239618515300641,0.5118298008785218,0,0.7782994567117663,0.8632635436375291
649,12,1742846100,51,65,264,116,1,3,4,1,34,0.9386061662290996,0.6781912179036137,0.5804186372108828,0.859799722094611,0,0.9837223383651236,0.3363446442846858
650,10,1742860080,55,94,226,149,5,0,3,1,38,0.8669338348522723,0.46980681781938927,0.21806202837032151,0.14938995350554118,0,0.6595471592665643,0.45965408044166767
651,3,1742865840,51,112,241,163,4,0,1,0,115,0.214187626437503,0.5301396017304439,0.003026989875741126,0.34072711323127003,0,0.5901391809188112,0.6359095866171709
652,9,1742872560,40,63,261,103,2,0,3,0,58,0.6993686798620454,0.5205297841379208,0.23589601547334327,0.6920288077317835,0,0.9080662133885028,0.3142159523264475
653,9,1742882580,45,69,217,114,4,1,2,1,22,0.5680203824333331,0.05944798210601954,0.19314383235509036,0.04423141328043678,0,0.25495398636348277,0.17878286594669535
654,5,1742887980,51,115,250,166,2,1,4,1,66,0.801357712516183,0.05138024909267702,0.37092117719943374,0.8299786351622237,0,0.06646230513800522,0.9661687567781331
655,9,1742924820,56,94,335,150,4,3,3,1,31,0.4756521067515199,0.6011675039480969,0.8885969038092881,0.9618251404974265,0,0.5099699049722157,0.1947288887962373
656,11,1742925540,65,139,504,204,1,1,2,1,68,0.191771970665778,0.6238646423554166,0.3878530735986758,0.6076372025819908,0,0.26034870317382874,0.23273309540225073
657,10,1742926800,74,141,471,215,2,0,3,0,45,0.6398434001228317,0.047174556515114596,0.8451876274909911,0.9565083710307213,0,0.451081614680902,0.6186861004825924
658,10,1742934840,49,81,269,130,2,3,3,1,41,0.080280326995945,0.37843933188781775,0.5556130201315813,0.41306182943174774,0,0.45629985058180933,0.07736830992150279
659,8,1742938140,46,92,304,138,1,1,3,1,82,0.5845879911684221,0.6128512795604274,0.007614704222566937,0.4150317306551369,0,0.3188318240680694,0.03404765381520658
660,4,1742956800,62,118,400,180,2,3,2,1,61,0.21270480546445758,0.6566806557530763,0.18873671290321514,0.10624890941343745,0,0.4863245815830535,0.0640136038053486
661,10,1742961360,65,137,450,202,4,3,3,1,69,0.6849364371235602,0.8282757592765515,0.9312780452080364,0.0354469349997697,0,0.3801518805499017,0.12326364578576832
662,5,1742963820,47,73,248,120,4,3,1,0,58,0.8280431617281085,0.42073228359688086,0.6041734461977185,0.24450431813453388,0,0.11305933678187674,0.4291968621341872
663,7,1742965680,69,125,371,194,3,3,2,0,41,0.10952472928207246,0.5482577811469688,0.9295468585722739,0.4781286571011477,0,0.8667257074057799,0.8292606434644912
664,4,1742976120,72,128,391,200,1,0,2,1,62,0.40026855214859236,0.5785603756088172,0.31012002030345287,0.507682390862889,0,0.701273714430226,0.34197189309552734
665,4,1742978040,78,154,455,232,2,2,3,0,74,0.7335215877759967,0.312045283300319,0.7165623782827428,0.21757538174143332,0,0.041308864999840544,0.4275314146474197
666,2,1742984100,87,136,385,223,5,1,4,0,52,0.1637030615188585,0.0538254024416116,0.7720251598972598,0.6128056746614275,0,0.11578642527130634,0.600251092835867
667,12,1742996400,39,90,293,129,2,2,4,0,86,0.5665236700357131,0.0042259262051046464,0.9756996027362554,0.1812058748383879,0,0.09651447071202401,0.3021444256237612
668,2,1743010320,55,108,404,163,1,2,2,1,67,0.6718389818757231,0.8361254161185249,0.0181764831689607,0.32621114026910014,0,0.06174354700882767,0.43253787876798044
669,2,1743015480,55,72,324,127,3,2,3,0,54,0.35479360723938225,0.20023182252238636,0.9522372151232462,0.19570951518932744,0,0.05905677584054769,0.3863116868643608
670,12,1743015960,53,119,381,172,1,1,1,0,55,0.8319822742026011,0.6302546641591356,0.3915902176041651,0.6966635999901375,0,0.1571123329362003,0.3418835416500199
671,7,1743020820,43,122,449,165,2,3,2,1,52,0.5106581850467138,0.5770474786439196,0.837992405744867,0.5165725082223118,0,0.8478694085299281,0.3883931694820375
